,Unnamed: 0,dock_id,dock_name,month,num_day,hour,latitude,longitude,avail_bikes,tot_docks,avail_bikes_proportion,tmp,rain,weekday_cluster,weekend_cluster
156,2833660,3167,Amsterdam Ave & W 73 St,5,4,23,40.77966808755601,-73.98093044407285,13,55,0.2363636363636363,28.3,0,1,2
157,521152,3168,Central Park West & W 85 St,9,6,8,40.78472675142751,-73.96961715722429,1,31,0.032258064516129,20.6,0,4,0
158,698039,3171,Amsterdam Ave & W 82 St,6,1,22,40.78524672,-73.97667321,16,39,0.4102564102564102,27.2,0,1,0
159,2784082,3172,W 74 St & Columbus Ave,11,5,12,40.7785669,-73.97754961,0,27,0.0,14.4,0,1,2
160,2016084,3175,W 70 St & Amsterdam Ave,8,2,5,40.77748045114182,-73.98288594068246,6,31,0.1935483870967741,21.1,0,1,2
161,325143,3176,W 64 St & West End Ave,7,2,20,40.77452835,-73.98753759,34,43,0.7906976744186046,28.9,0,1,2
162,547946,3179,Park Ave & Marcus Garvey Blvd,5,6,2,40.698617,-73.941342,15,23,0.6521739130434782,16.1,1,2,2
163,892916,3182,Yankee Ferry Terminal,10,2,14,40.686931,-74.016966,18,42,0.4285714285714285,8.3,0,3,0
164,801740,3224,W 13 St & Hudson St,5,4,16,40.73997354103409,-74.00513872504233,28,39,0.717948717948718,30.6,0,2,0
165,2696996,3226,W 82 St & Central Park West,4,5,18,40.78275,-73.97137,22,45,0.4888888888888888,13.9,0,1,2
166,1413924,3232,Bond St & Fulton St,5,2,13,40.68962188790333,-73.98304268717766,25,31,0.8064516129032256,14.4,0,2,3
167,1362098,3233,E 48 St & 5 Ave,6,1,0,40.757245685183776,-73.97805913430997,1,39,0.0256410256410256,25.6,0,5,1
168,2636409,3235,E 41 St & Madison Ave,6,1,23,40.752165280621966,-73.97992193698882,1,31,0.032258064516129,26.7,0,0,1
169,1798577,3236,W 42 St & Dyer Ave,5,6,2,40.758984809405945,-73.99379969202677,23,33,0.696969696969697,16.1,1,4,2
170,2532681,3241,Monroe St & Tompkins Ave,6,4,4,40.686203,-73.944694,18,19,0.9473684210526316,24.4,0,1,2
171,1900140,3242,Schermerhorn St & Court St,10,2,13,40.69102926901552,-73.991833629321,16,39,0.4102564102564102,15.0,1,2,3
172,1743799,3249,Verona Pl & Fulton St,2,3,8,40.6803560840434,-73.9476791024208,9,19,0.4736842105263157,-3.3,0,0,2
173,734030,3254,Soissons Landing,6,7,7,40.69231660719192,-74.01486575603485,21,29,0.7241379310344827,18.9,0,3,3
174,1585613,3258,W 27 St & 10 Ave,4,6,13,40.75018156325683,-74.00218427181245,8,37,0.2162162162162162,21.0,0,5,2
175,2628647,3259,9 Ave & W 28 St,7,2,5,40.749370241932766,-73.99923384189604,3,27,0.1111111111111111,25.6,0,1,0
176,1022884,3282,5 Ave & E 88 St,3,5,19,40.78306999505976,-73.95938999819934,29,38,0.7631578947368421,12.2,0,0,3
177,2864081,3284,E 88 St & Park Ave,12,1,7,40.781410700190015,-73.95595908164978,4,41,0.0975609756097561,2.2,0,0,1
178,1061699,3288,E 88 St & 1 Ave,4,4,6,40.77830100756199,-73.94881341283697,25,39,0.641025641025641,10.0,1,4,3
179,2854299,3290,E 89 St & York Ave,11,6,21,40.777945316434746,-73.9460410149435,0,35,0.0,10.0,1,1,0
180,2328027,3293,W 92 St & Broadway,9,7,11,40.7921,-73.9739,14,24,0.5833333333333333,20.0,0,1,2
181,2559158,3294,E 91 St & Park Ave,9,7,12,40.7835016,-73.955327,3,38,0.0789473684210526,20.6,0,0,1
182,1756298,3295,Central Park W & W 96 St,10,3,19,40.79126999812638,-73.96483900111724,19,59,0.3220338983050847,24.4,0,1,2
183,1183262,3296,E 93 St & 2 Ave,6,4,20,40.782454175279874,-73.9489196240902,29,42,0.6904761904761904,25.6,0,2,0
184,1079464,3298,Warren St & Court St,10,6,7,40.686371,-73.99383324,3,23,0.1304347826086956,17.8,1,2,3
185,384995,3299,E 98 St & Park Ave,9,7,12,40.78813,-73.95206,0,25,0.0,20.6,0,0,1
186,175286,3301,Columbus Ave & W 95 St,3,4,4,40.79195568586411,-73.96808699871315,34,39,0.8717948717948718,4.4,0,1,2
187,2398286,3304,6 Ave & 9 St,9,7,12,40.668127,-73.98377641,4,27,0.1481481481481481,20.6,0,0,2
188,941361,3305,E 91 St & 2 Ave,12,3,12,40.781122323752754,-73.94965590003534,17,39,0.4358974358974359,-0.6,0,4,0
189,944011,3306,10 St & 7 Ave,5,2,12,40.6662078,-73.98199886,5,23,0.217391304347826,14.4,0,0,1
190,2768541,3307,West End Ave & W 94 St,5,6,7,40.79416539785027,-73.97412399838835,11,31,0.3548387096774193,19.4,0,1,0
191,1194847,3308,Kane St & Clinton St,10,6,8,40.6861758,-73.99645295,0,27,0.0,16.7,1,4,0
192,1660769,3309,E 97 St & 3 Ave,10,6,8,40.7859201,-73.94860294,1,30,0.0333333333333333,16.7,1,0,2
193,1533888,3310,14 St & 7 Ave,11,6,5,40.663779,-73.98396846,12,24,0.5,-8.3,0,1,2
194,393259,3311,Columbia St & Kane St,5,7,3,40.68763158162438,-74.0016255855426,21,21,1.0,13.3,0,4,3
195,1446079,3312,1 Ave & E 94 St,8,4,23,40.781721203905846,-73.94594001485011,36,39,0.9230769230769232,28.3,0,3,3
196,229653,3314,W 95 St & Broadway,10,6,8,40.7937704,-73.971888,0,32,0.0,16.7,1,1,2
197,1794767,3315,Henry St & Degraw St,10,6,7,40.6847514,-73.99917254,15,23,0.6521739130434782,17.8,1,4,0
198,645093,3316,W 104 St & Amsterdam Ave,6,7,4,40.7989937,-73.9662173778,12,47,0.2553191489361701,21.7,1,0,2
199,1766035,3317,10 St & 5 Ave,10,6,7,40.6686273,-73.98700053,4,24,0.1666666666666666,17.8,1,2,0
200,2168003,3318,2 Ave & E 96 St,9,7,11,40.7839636,-73.9471673,27,39,0.6923076923076922,20.0,0,3,0
201,2511185,3319,14 St & 5 Ave,9,7,12,40.66628697356258,-73.9889505310162,15,21,0.7142857142857143,20.6,0,1,0
202,2727857,3320,Central Park West & W 100 St,5,4,23,40.79388982649832,-73.96304876524158,1,49,0.0204081632653061,14.4,1,1,0
203,362245,3321,Clinton St & Union St,11,1,4,40.6831164,-73.99785267,6,25,0.24,8.9,0,1,2
204,1007952,3324,3 Ave & 14 St,12,4,5,40.6685455,-73.99333264,23,25,0.92,-0.6,0,3,3
205,1092697,3325,E 95 St & 3 Ave,5,4,13,40.7849032,-73.950503,2,31,0.064516129032258,25.6,0,0,2
206,2705165,3326,Clinton St & Centre St,10,6,8,40.67434,-74.00194698,1,21,0.0476190476190476,16.7,1,2,0
207,2281008,3327,3 Ave & E 100 St,9,7,13,40.7877214,-73.94728331,11,27,0.4074074074074073,22.2,0,2,2
208,484780,3328,W 100 St & Manhattan Ave,8,7,8,40.79499998642669,-73.96450000678665,12,39,0.3076923076923077,22.0,1,1,2
209,2802323,3329,Degraw St & Smith St,4,2,13,40.6829151,-73.99318208,24,27,0.8888888888888888,15.6,0,1,0
210,2470963,3330,Henry St & Bay St,10,6,8,40.6725058,-74.00494695,10,19,0.5263157894736841,16.7,1,3,3
211,219999,3332,Degraw St & Hoyt St,10,6,8,40.68199044270703,-73.99079024791716,0,19,0.0,16.7,1,4,0
