,cluster,dock_id,start_station_id,station_name,lat,lon
381,5,3447,3447.0,E 71 St & 1 Ave,40.76703432309872,-73.95622730255127
382,2,3449,3449.0,Eckford St & Engert Ave,40.72146256229816,-73.94800901412965
383,5,3452,3452.0,Bayard St & Leonard St,40.719,-73.95
384,7,3453,3453.0,Devoe St & Lorimer St,40.713,-73.95
385,2,3454,3454.0,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
386,1,3455,3455.0,Schermerhorn St & 3 Ave,40.68680820503432,-73.98036181926726
387,5,3456,3456.0,Jackson St & Leonard St,40.716,-73.94821286201477
388,4,3457,3457.0,E 58 St & Madison Ave,40.76302594280519,-73.97209525108337
389,4,3458,3458.0,W 55 St & 6 Ave,40.76309387270797,-73.9783501625061
390,4,3459,3459.0,E 53 St & 3 Ave,40.75763227739442,-73.96930575370787
391,4,3462,3462.0,E 44 St & 2 Ave,40.751183874632765,-73.97138714790344
392,4,3463,3463.0,E 16 St & Irving Pl,40.734,-73.989
393,4,3466,3466.0,W 45 St & 6 Ave,40.75668720603179,-73.98257732391357
394,6,3467,3467.0,W Broadway & Spring St,40.72494672359416,-74.00165855884552
395,6,3469,3469.0,India St & West St,40.731,-73.95995020866394
396,4,3472,3472.0,W 15 St & 10 Ave,40.74275382865903,-74.0074735879898
397,1,3477,3477.0,39 St & 2 Ave,40.65539977447831,-74.01062786579134
398,6,3478,3478.0,2 Ave & 36 St,40.656,-74.01
399,7,3479,3479.0,Picnic Point,40.685125595154155,-74.02535319328307
400,6,3486,3486.0,Schermerhorn St & Bond St,40.688417427540834,-73.986
401,5,3488,3488.0,8D QC Station 01,45.506364054011385,-73.5694634914398
402,7,3490,3490.0,E 116 St & 2 Ave,40.796879,-73.938
403,7,3491,3491.0,E 118 St & 1 Ave,40.79747,-73.93504
404,5,3492,3492.0,E 118 St & Park Ave,40.8005385,-73.9419949
405,5,3493,3493.0,E 118 St & 3 Ave,40.799139,-73.9389152
406,7,3494,3494.0,E 115 St & Lexington Ave,40.797911,-73.9423
407,7,3495,3495.0,E 114 St & 1 Ave,40.7945663,-73.9362541
408,3,3496,3496.0,1 Ave & E 110 St,40.7923272,-73.9383
409,1,3497,3497.0,Pleasant Ave & E 116 St,40.7949879,-73.9333349
410,7,3498,3498.0,Pleasant Ave & E 120 St,40.7974772,-73.9311847
411,5,3499,3499.0,2 Ave & E 122 St,40.8006721,-73.9349
412,2,3500,3500.0,E 115 St & Madison Ave,40.7989445,-73.944846
413,5,3501,3501.0,E 118 St & Madison Ave,40.8014866,-73.9442507
414,7,3502,3502.0,Lexington Ave & E 111 St,40.7954121,-73.9441232
415,5,3503,3503.0,Madison Ave & E 120 St,40.80295,-73.942954
416,5,3505,3505.0,Lexington Ave & E 127 St,40.805726,-73.936322
417,5,3506,3506.0,Lexington Ave & E 120 St,40.8,-73.941
418,5,3507,3507.0,Park Ave & E 124 St,40.8045555,-73.9396861
419,7,3509,3509.0,Lenox Ave & W 115 St,40.8,-73.9500739
420,2,3510,3510.0,Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.95
421,7,3511,3511.0,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
422,7,3512,3512.0,27 Ave & 4 St,40.7747175,-73.9337894
423,5,3513,3513.0,21 St & Hoyt Ave S,40.774645,-73.923706
424,2,3514,3514.0,Astoria Park S & Shore Blvd,40.776,-73.929
425,5,3515,3515.0,24 Ave & 26 St,40.774591,-73.918544
426,5,3516,3516.0,31 St & Astoria Blvd,40.7699176,-73.9184057
427,5,3517,3517.0,31 St & Hoyt Ave N,40.7711528,-73.9170074
428,1,3518,3518.0,Lenox Ave & W 126 St,40.808442,-73.9452087
429,7,3520,3520.0,Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475
430,7,3521,3521.0,Lenox Ave & W 111 St,40.7987859,-73.9523
431,5,3522,3522.0,37 St & 24 Ave,40.7701477,-73.9120938
432,5,3523,3523.0,24 Ave & 29 St,40.7729,-73.916142
433,2,3524,3524.0,19 St & 24 Ave,40.7774552,-73.9225403
434,5,3525,3525.0,23 Ave & 27 St,40.776165,-73.9153175
435,5,3526,3526.0,31 St & 23 Ave,40.7747878,-73.9125551
436,5,3527,3527.0,5 Ave & E 126 St,40.80698,-73.941747
437,5,3528,3528.0,Steinway St & 23 Ave,40.7713937,-73.9077436
438,7,3529,3529.0,Lenox Ave & W 130 St,40.8107922,-73.9430681
439,5,3530,3530.0,Crescent St & Ditmars Blvd,40.7787185,-73.9145645
440,2,3531,3531.0,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
441,5,3532,3532.0,Ditmars Blvd & 19 St,40.78145,-73.9183302
442,7,3533,3533.0,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776
443,7,3534,3534.0,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
444,2,3535,3535.0,Mt Morris Park W & W 120 St,40.804038,-73.945925
445,5,3536,3536.0,W 116 St & Broadway,40.8082,-73.9641
446,7,3537,3537.0,Carlton Ave & Dean St,40.6809741,-73.9710097
